id,order,family,subfamily,genus,specificEpithet,scientificName,habitat,traitName,traitValue,traitAssignmentLevelHabitat,traitAssignmentLevelAdultDiet,traitAssignmentLevelLarvalDiet,notes,basisOfRecord,referenceNumber,references
190,Diptera,Chironomidae,Chironominae,Tanytarsus,norvegicus,Tanytarsus norvegicus,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
191,Diptera,Chironomidae,Chironominae,Tanytarsus,mendax,Tanytarsus mendax,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
192,Diptera,Chironomidae,Chironominae,Tanytarsus,recurvatus,Tanytarsus recurvatus,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
193,Diptera,Chironomidae,Chironominae,Tanytarsus,volgensis,Tanytarsus volgensis,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,"Occurs in fresh and saline waters. Found in lakes, dams, ponds, marshes, springs, rivers, and bogs.",MaterialCitation,13,"Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
194,Diptera,Chironomidae,Chironominae,Tanytarsus,wirthi,Tanytarsus wirthi,Aquatic,adultDiet,NonFeeding,Species,Family,Genus,"Found in dams, ponds, creeks, marshes, rivers, bogs, and lakes.",MaterialCitation,14,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Consumer–resource interactions and cyclic population dynamics of Tanytarsus gracilentus (Diptera: Chironomidae) (https://doi.org/10.1046/j.1365-2656.2002.00648.x) | Food selection of Tanytarsus gracilentus larvae (Diptera: Chironomidae): An analysis of instars and cohorts (https://doi.org/10.1023/B:AECO.0000032053.67992.03) | Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Assemblages and paleo-diet variability of subfossil Chironomidae (Diptera) from a deep lake (Lake Grand Maclu, France) (https://doi.org/10.1007/s10750-015-2222-4) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
195,Diptera,Chironomidae,Diamesinae,Diamesa,aberrata,Diamesa aberrata,Aquatic,adultDiet,NonFeeding,Species,Family,Species,,MaterialCitation,9,"Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
196,Diptera,Chironomidae,Diamesinae,Diamesa,arctica,Diamesa arctica,Aquatic,adultDiet,NonFeeding,Species,Family,Genus,,MaterialCitation,11,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Field Observations on a Midwinter Breeding Flight of Diamesa arctica (Diptera: Chironomidae) (https://doi.org/10.1093/aesa/62.5.1204) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
197,Diptera,Chironomidae,Diamesinae,Diamesa,bertrami,Diamesa bertrami,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,Found in creeks but also streams and lakes.,MaterialCitation,11,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Field Observations on a Midwinter Breeding Flight of Diamesa arctica (Diptera: Chironomidae) (https://doi.org/10.1093/aesa/62.5.1204) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
198,Diptera,Chironomidae,Diamesinae,Diamesa,bohemani,Diamesa bohemani,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,Found in creeks but also streams and lakes.,MaterialCitation,11,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Field Observations on a Midwinter Breeding Flight of Diamesa arctica (Diptera: Chironomidae) (https://doi.org/10.1093/aesa/62.5.1204) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
199,Diptera,Chironomidae,Diamesinae,Diamesa,chorea,Diamesa chorea,Aquatic,adultDiet,NonFeeding,Genus,Family,Genus,Found in creeks but also streams and lakes.,MaterialCitation,11,"Chironomidae (Diptera) in Freshwater Coastal Rock Pools at Isle Royale, Michigan (https://doi.org/10.3157/061.141.0102) | Field Observations on a Midwinter Breeding Flight of Diamesa arctica (Diptera: Chironomidae) (https://doi.org/10.1093/aesa/62.5.1204) | Diptera of Australia. Part VI. The Chironomidae | Chironomidae of Central America (https://doi.org/10.1201/9780429021572) | Manual of Nearctic Diptera | The Diptera families of British Columbia | Freshwater Invertebrates in Central Europe: True Flies – Diptera (https://doi.org/10.1007/978-3-7091-1547-3_22) | Biology of Polypedilum n. sp. (Diptera: Chironomidae), a promising candidate agent for the biological control of the aquatic weed Lagarosiphon major (Hydrocharitaceae) in Ireland (https://doi.org/10.1080/09583157.2013.826344) | Diverging life cycle patterns of two Diamesa species (Diptera, Chironomidae) in High Arctic streams, Svalbard (https://doi.org/10.1007/s00300-021-02987-1) | Littoral chironomid communities of Alpine lakes in relation to environmental factors (https://doi.org/10.1007/s10750-005-1809-6) | Spatial distribution of epiphytic chironomid larvae in a shallow macrophyte-dominated lake: effect of macrophyte species and food resources (https://doi.org/10.1007/s10201-014-0425-4)"
