Family ,Subfamily,Genus ,Species,Habitat,Adult_Diet,Larval_Diet ,Assignment_Level,Number_of_References,Reference_title_1,Reference_DOI_1,Reference_title_2,Reference_DOI_2,Reference_title_3,Reference_DOI_3,Reference_title_4,Reference_DOI_4,Reference_title_5,Reference_DOI_5,Reference_title_6,Reference_DOI_6,Reference_title_7,Reference_DOI_7,Reference_title_8,Reference_DOI_8,Reference_title_9,Reference_DOI_9,Reference_title_10,Reference_DOI_10,Reference_title_11,Reference_DOI_11,Reference_title_12,Reference_DOI_12
Muscidae,Mydaeinae,,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Mydaeinae,Graphomya,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Mydaeinae,Graphomya,Graphomya minuta,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Mydaeinae,Myospila,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Mydaeinae,Myospila,Myospila meditabunda,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Myospila,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina annosa,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina cinerella,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina depuncta,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina evecta,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina flavisquama,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina fulvisquama,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina laxifrons,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina obscurata,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina pectinata,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina reversio,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina rufitibia ,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina setiventris,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina spinosa,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina subvittata,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Helina,Helina troene,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Lophosceles,,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Lophosceles,Lophosceles minimus,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Lophosceles,Lophosceles frenatus,Terrestrial,Saprophagous,Saprophagous,Family,2,"Complete tribal sampling reveals basal split in Muscidae (Diptera), confirms saprophagy as ancestral feeding mode, and reveals an evolutionary correlation between instar numbers and carnivory",10.1016/j.ympev.2014.05.027,Application of COI gene for identification of some economically and forensically important muscid flies of India (Diptera: Muscidae). ,10.1007/s42690-021-00494-8,,,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia apicalis,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia apicata,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia bidentata,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia bysia,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia consobrina,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia errans,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia fuscana,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia inenarrabilis,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia luteva,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia monticola,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia pallidisquama,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
Muscidae,Phaoniinae,Phaonia,Phaonia pallidosa,Terrestrial,Nectivore,Predaceous,Genus,3,"Morpho-Ecological Characteristics of Immature Stages of Xylobiont Species of the Genus Phaonia Robineau-Desvoidy, 1830 (Muscidae, Diptera) Inhabiting Tree Holes and Sap Accumulations.",10.1134/S0013873819020118,"On the ecology of Phaonia larvae (Diptera, Muscidae)",10.1134/S0013873813030068,"Trophic structure and function in the larvae of predatory muscid flies (Diptera, Muscidae). ",10.1007/s00435-015-0284-5,,,,,,,,,,,,,,,,,,
